How to get the insert ID in JDBC,"['java.sql.Statement.getGeneratedKeys', 'java.sql.Statement.RETURN']","['java.sql.Connection.prepareStatement', 'java.sql.Statement.executeUpdate', 'java.sql.Statement.getGeneratedKeys', 'java.sql.DatabaseMetaData.getUserName', 'java.sql.Connection.getMetaData', 'java.sql.PreparedStatement.setTime', 'java.sql.PreparedStatement.setObject', 'java.sql.PreparedStatement.setTimestamp', 'java.sql.Connection.getSchema', 'java.sql.PreparedStatement.setDate']",3,2
How can I get the current date and time in UTC or GMT in Java,['java.util.Date.toString'],"['java.util.TimeZone.getDefault', 'java.time.Instant.now', 'java.time.ZonedDateTime.now', 'java.util.TimeZone.getTimeZone', 'java.util.Calendar.getInstance', 'java.time.LocalDateTime.now', 'java.time.OffsetDateTime.now', 'java.time.LocalDate.now', 'java.util.Date.toString', 'java.lang.System.currentTimeMillis']",9,8
Removing range (tail) from a List,['java.util.List.subList'],"['java.util.List.remove', 'java.util.ArrayList.remove', 'java.util.List.subList', 'java.util.Collection.remove', 'java.util.Iterator.remove', 'java.util.List.get', 'java.util.Set.retainAll', 'java.util.Map.keySet', 'java.util.NavigableMap.subMap', 'java.util.Arrays.asList']",3,2
How can I check if a single character appears in a string,['java.lang.String.indexOf'],"['java.lang.Integer.parseInt', 'java.util.regex.Pattern.quote', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.Character.isLetterOrDigit', 'java.lang.String.contains', 'java.lang.Long.parseLong', 'java.lang.Character.isDigit', 'java.lang.String.toCharArray', 'java.lang.String.indexOf', 'java.lang.Character.UnicodeBlock.of']",9,7
How can I create a stream from an array,"['java.util.Arrays.stream', 'java.util.stream.Stream.of']","['java.util.stream.Stream.toArray', 'java.util.Arrays.stream', 'java.util.Arrays.toString', 'java.util.stream.IntStream.mapToObj', 'java.util.stream.Stream.of', 'java.util.stream.Stream.empty', 'java.lang.String.toCharArray', 'java.lang.System.arraycopy', 'java.util.stream.Stream.generate', 'java.nio.file.Files.lines']",2,1
Sorting int array in descending order,['java.util.Collections.reverseOrder'],"['java.util.Collections.sort', 'java.util.Collections.reverseOrder', 'java.util.Arrays.sort', 'java.util.Collections.reverse', 'java.util.Comparator.thenComparing', 'java.lang.String.compareTo', 'java.util.Arrays.binarySearch', 'java.lang.Integer.valueOf', 'java.util.Date.compareTo', 'java.util.Comparator.reversed']",2,1
Check if a class is subclass of another class in Java,['java.lang.Class.isAssignableFrom'],"['java.lang.Class.isEnum', 'java.lang.Class.forName', 'java.lang.Class.isAssignableFrom', 'java.lang.Class.newInstance', 'java.lang.Class.isInterface', 'java.lang.Class.getConstructor', 'java.lang.Class.getMethod', 'java.lang.Class.getSuperclass', 'java.lang.Class.getInterfaces', 'java.lang.Object.hashCode']",3,2
"Given a string in Java, just take the first X letters",['java.lang.String.substring'],"['java.lang.Integer.parseInt', 'java.lang.String.replaceAll', 'java.lang.Character.toString', 'java.lang.String.lastIndexOf', 'java.lang.String.substring', 'java.lang.Long.parseLong', 'java.lang.String.valueOf', 'java.lang.Character.toLowerCase', 'java.lang.String.split', 'java.lang.String.toCharArray']",5,4
Preferred Java way to ping an HTTP URL for availability,"['java.net.InetAddress.isReachable', 'java.net.HttpURLConnection.setRequestMethod']","['java.net.URL.openConnection', 'java.net.URLConnection.connect', 'java.net.URLStreamHandler.openConnection', 'java.net.InetAddress.isReachable', 'java.net.Authenticator.setDefault', 'java.rmi.registry.LocateRegistry.createRegistry', 'javax.xml.ws.Service.getPort', 'java.net.URLEncoder.encode', 'javax.imageio.ImageIO.read', 'javax.crypto.Cipher.init']",4,3
Java negative indexOf (counting from the end [length()] ),"['java.lang.String.indexOf', 'java.lang.String.lastIndexOf']","['java.lang.Integer.parseInt', 'java.lang.String.length', 'java.lang.String.indexOf', 'java.lang.String.split', 'java.lang.String.valueOf', 'java.lang.Long.parseLong', 'java.util.Collection.toArray', 'java.lang.Math.pow', 'java.lang.StringBuilder.delete', 'java.lang.Math.log']",3,2
Waiting on a condition in a reentrant lock,['java.util.concurrent.locks.Condition.await'],"['java.util.concurrent.locks.ReentrantLock.newCondition', 'java.util.concurrent.locks.ReentrantReadWriteLock.WriteLock.lock', 'java.util.concurrent.locks.Condition.await', 'java.util.concurrent.locks.ReentrantLock.lock', 'java.lang.Object.wait', 'java.util.concurrent.locks.Condition.signalAll', 'java.util.concurrent.locks.ReentrantLock.unlock', 'java.lang.Thread.sleep', 'java.lang.Thread.start', 'java.util.Collections.synchronizedList']",3,2
How do I properly load a BufferedImage in java,['javax.imageio.ImageIO.read'],"['java.awt.image.BufferedImage.setRGB', 'java.awt.image.Raster.createInterleavedRaster', 'java.awt.image.BufferedImage.getColorModel', 'java.awt.image.Raster.createRaster', 'java.awt.Graphics.drawImage', 'java.awt.image.ColorModel.getColorSpace', 'java.awt.Image.getScaledInstance', 'javax.imageio.ImageIO.read', 'java.awt.Component.repaint', 'java.lang.ClassLoader.getSystemResource']",8,7
How to insert NULL in mysql especially INT dataType,['java.sql.PreparedStatement.setNull'],"['java.sql.PreparedStatement.setInt', 'java.sql.PreparedStatement.setTimestamp', 'java.sql.ResultSet.getInt', 'java.sql.PreparedStatement.setNull', 'java.sql.PreparedStatement.executeUpdate', 'java.sql.ResultSet.wasNull', 'java.sql.Statement.executeBatch', 'java.sql.PreparedStatement.setTime', 'java.sql.PreparedStatement.setObject', 'java.sql.DatabaseMetaData.getColumns']",4,2
Java Wait for thread to finish,['java.lang.Thread.join'],"['java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.ExecutorService.awaitTermination', 'java.lang.Thread.join', 'java.util.concurrent.Executors.newFixedThreadPool', 'java.util.concurrent.CountDownLatch.await', 'java.lang.Process.waitFor', 'javax.swing.SwingWorker.execute', 'java.util.concurrent.CountDownLatch.countDown', 'java.lang.Thread.currentThread', 'java.util.concurrent.Future.get']",3,1
Calendar date to yyyy-MM-dd format in java,['java.util.Date.toString'],"['java.text.DateFormat.format', 'java.sql.Timestamp.valueOf', 'java.util.Date.toString', 'java.time.LocalDate.parse', 'java.time.OffsetDateTime.parse', 'java.sql.Date.toLocalDate', 'java.time.ZonedDateTime.toString', 'java.time.YearMonth.parse', 'java.util.Date.before', 'java.util.Date.after']",3,2
Android - Check whether a value exist in an Array,"['java.util.List.contains', 'java.util.Arrays.asList']","['java.util.Arrays.binarySearch', 'java.lang.Object.equals', 'java.util.List.isEmpty', 'java.util.Arrays.equals', 'java.lang.Class.getDeclaredMethods', 'java.util.Arrays.asList', 'java.lang.Integer.parseInt', 'java.lang.String.contains', 'java.util.EnumSet.allOf', 'java.lang.Class.isInstance']",6,4
How to get generic type information from getAnnotatedParameterTypes() in Java 8,"['java.lang.reflect.Executable.getAnnotatedParameterTypes', 'java.lang.reflect.Method.getGenericParameterTypes']","['java.lang.reflect.Method.invoke', 'java.lang.reflect.Field.getGenericType', 'java.lang.Class.getGenericInterfaces', 'java.lang.reflect.ParameterizedType.getActualTypeArguments', 'java.lang.reflect.Method.getGenericParameterTypes', 'java.lang.Class.getMethod', 'java.lang.Class.forName', 'java.lang.Class.isInstance', 'java.lang.Object.getClass', 'java.lang.Class.getDeclaredMethods']",5,4
how to create a file in Java only if one doesn't already exist,['java.io.File.createNewFile'],"['java.nio.file.Files.createDirectories', 'java.nio.file.Files.newBufferedWriter', 'java.nio.file.Files.write', 'java.io.File.exists', 'java.nio.file.Files.exists', 'java.nio.file.Files.newByteChannel', 'java.io.File.createNewFile', 'java.nio.file.Files.createDirectory', 'java.nio.file.Files.newOutputStream', 'java.nio.channels.FileChannel.open']",7,4
How to append text to file in Java 8 using specified Charset,['java.nio.file.Files.write'],"['java.nio.file.Files.newBufferedWriter', 'java.nio.charset.Charset.forName', 'java.nio.file.Files.readAllLines', 'java.nio.file.Files.write', 'java.nio.file.Files.lines', 'java.util.Base64.Encoder.wrap', 'java.nio.charset.Charset.defaultCharset', 'java.nio.file.Paths.get', 'java.awt.Desktop.open', 'java.lang.String.format']",4,2
How to call c++ functionality from java,['java.lang.Runtime.exec'],"['java.lang.System.loadLibrary', 'java.lang.System.load', 'java.lang.Class.isAssignableFrom', 'java.lang.Object.clone', 'java.lang.String.getBytes', 'java.lang.Runtime.exec', 'java.lang.String.charAt', 'java.lang.Integer.toHexString', 'java.util.ArrayList.get', 'java.lang.System.currentTimeMillis']",6,5
Fastest way to sort an array of objects in java,['java.util.Arrays.sort'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.lang.Class.getFields', 'java.util.Arrays.binarySearch', 'java.util.Arrays.fill', 'java.util.Comparator.comparing', 'java.util.Collections.shuffle', 'java.util.Collections.binarySearch', 'java.lang.System.arraycopy', 'java.lang.StringBuilder.append']",2,1
"Inserting values in Map< K, V >",['java.util.Map.put'],"['java.util.Map.computeIfAbsent', 'java.util.stream.Collectors.groupingBy', 'java.util.Map.get', 'java.util.stream.Collectors.toMap', 'java.util.Map.Entry.equals', 'java.util.stream.Stream.collect', 'java.util.Collections.sort', 'java.util.Map.put', 'java.util.Map.getOrDefault', 'java.util.Map.entrySet']",8,5
How to convert a negative integer into two's complement binary form? (Java),['java.lang.Integer.toBinaryString'],"['java.lang.Integer.parseInt', 'java.lang.Integer.valueOf', 'java.lang.Math.pow', 'java.lang.Integer.toBinaryString', 'java.lang.Long.parseLong', 'java.lang.Math.abs', 'java.lang.Integer.toString', 'java.lang.Float.toString', 'java.lang.Double.toString', 'java.lang.Double.valueOf']",4,3
Java - Draw a ruler (line with tick marks at 90 degree angle),"['java.awt.Graphics.create', 'java.lang.Math.atan2']","['java.lang.Math.toDegrees', 'java.awt.geom.AffineTransform.getRotateInstance', 'java.lang.Math.atan', 'java.awt.Graphics.drawPolygon', 'java.lang.Math.sin', 'java.lang.Math.toRadians', 'java.awt.Graphics.drawLine', 'java.lang.Math.cos', 'java.awt.Graphics2D.draw', 'java.lang.Math.atan2']",10,6
How to call Collections.Shuffle on only part of an array Java,['java.util.List.subList'],"['java.util.Collections.shuffle', 'java.util.Arrays.sort', 'java.util.Collections.sort', 'java.util.List.subList', 'java.util.Arrays.toString', 'java.util.Arrays.copyOfRange', 'java.util.Arrays.asList', 'java.util.ArrayList.subList', 'java.lang.System.arraycopy', 'java.util.stream.Collectors.toList']",4,3
