32,How do I get the primary key of any JPA entity?,PersistenceUnitUtil,EntityManagerFactory,EntityManager,,,,,,,
33,How do I delete entity object in JPA?,EntityManager,EntityManagerFactory,EntityNotFoundException,,,,,,,
34,How do I get all available currency codes?,CurrencySymbol,Currency,TreeMap,,,,,,,
35,How do I get host’s default timezone id?,TimeZone,,,,,,,,,
36,How to create an XML file of a POJO using JAXB?,JAXBContext,Marshaller,File,JAXBException,,,,,,
37,How do I compare two dates?,SimpleDateFormat,Calendar,DateFormat,Date,,,,,,
38,How do I change date formatting symbols?,DateFormatSymbols,DateFormat,SimpleDateFormat,Date,,,,,,
39,How do I retrieve available schemas in database?,DatabaseMetaData,ResultSet,DriverManager,OracleDriver,Connection,,,,,
40,How do I call a stored procedure that return a result set?,CallableStatement,ResultSet,DriverManager,Connection,,,,,,
41,How do I convert raw IP address to String?,InetAddress,UnknownHostException,,,,,,,,
42,How do I create port scanner program?,InetAddress,Socket,IOException,,,,,,,
43,How do I get MAC address of a host?,InetAddress,NetworkInterface,SocketException,UnknownHostException,,,,,,
44,How do I create a client-server socket communication?,ServerSocket,Socket,InetAddress,ObjectOutputStream,ObjectInputStream,,,,,
45,How do I read / download webpage content?,URL,BufferedReader,BufferedWriter,MalformedURLException,InputStreamReader,,,,,
46,How do I get IP address of localhost?,InetAddress,UnknownHostException,,,,,,,,
47,How do I get cryptographic security providers?,Provider,Set,Security,HashSet,,,,,,
48,How do I create an encrypted string for password?,MessageDigest,StringBuilder,,,,,,,,
49,How do I breaks a paragraph into sentences?,BreakIterator,Locale,String,,,,,,,
50,How do I change the date format symbols for a specified locale?,Locale,SimpleDateFormat,DateFormatSymbols,Date,,,,,,
51,How do I change number format symbols?,DecimalFormatSymbols,DecimalFormat,Locale,,,,,,,
52,How do I parse a number for a locale?,Number,Locale,NumberFormat,ParseException,,,,,,
53,How do I iterate a subset of a string?,CharacterIterator,StringCharacterIterator,,,,,,,,
54,How do I get attributes of element during SAX parsing?,SAXParser,SAXElementAttribute,InputStream,SAXParserFactory,DefaultHandler,,,,,
55,How do I get JDBC driver property information?,Driver,DriverPropertyInfo,DriverManager,StringBuilder,,,,,,
56,How do I get numeric functions supported by database?,Connection,DatabaseMetaData,DriverManager,,,,,,,
57,How do I get data types supported by database?,DatabaseMetaData,Connection,ResultSet,DriverManager,,,,,,
116,How to draw text content to Image?,BufferedImage,FontMetrics,ImageIO,,,,,,,
302,XML How to Duplicate Element,DocumentBuilderFactory,Document,InputSource,Element,TransformerFactory,Transformer,StringWriter,,,
60,How do I turn the Num Lock button on?,Toolkit,KeyEvent,,,,,,,,
61,How do I create subscript in iText?,PdfWriter,Document,Chunk,FontFactory,DocumentException,,,,,
62,How do I delete file from FTP server?,FTPClient,IOException,,,,,,,,
58,How do I execute stored procedure?,CallableStatement,DriverManager,OracleDriver,,,,,,,
59,How do I print a file using the default registered application?,Desktop,File,,,,,,,,
65,How do I create an Excel document using Apache POI?,HSSFWorkbook,HSSFSheet,HSSFRow,HSSFCell,HSSFRichTextString,,,,,
66,Draw a draggable triangle in Java,TrianglePanel,Dimension,Color,Point,JFrame,,,,,
67,Take a screenshot and save as image in Java,GraphicsEnvironment,GraphicsDevice,DisplayMode,Robot,ImageWriter,ImageIO,ImageOutputStream,,,
68,Load a Resource Bundle ,ResourceBundle,Enumeration,,,,,,,,
69,Instantiate unknown class at runtime and call the object’s methods,Class,Method,,,,,,,,
70,Invoke methods of an object using reflection,Class,Method,Object,InvocationTargetException,IllegalAccessException,,,,,
284,how to output image color pixel by pixel,BufferedImage,ImageIO,,,,,,,,
72,Redirect Servlet Call to Another URL,HttpServletRequest,HttpServletResponse,HttpServlet,ServletException,,,,,,
73,Get and Set Session Variables in a Servlet,HttpSession,PrintWriter,HttpServletResponse,HttpServlet,ServletException,,,,,
74,Get Request Parameters in a Servlet ,HttpServletRequest,Enumeration,PrintWriter,HttpServlet,,,,,,
75,Connect to a database and read from table ,Connection,Statement,ResultSet,DriverManager,SQLServerDriver,,,,,
76,creating in-memory lucene index,Directory,IndexWriterConfig,IndexWriter,StandardAnalyzer,StringField,TextField,,,,
77,building lucene search query,Query,QueryParser,,,,,,,,
78,doing lucene search,IndexReader,IndexSearcher,TopScoreDocCollector,ScoreDoc,,,,,,
79,read JSON data to JSON Object Model,JsonReader,JsonObject,JsonArray,JsonValue,StringReader,,,,,
80,how to serialize JSON Object ,JsonObject,JsonWriter,StringWriter,JsonObjectBuilder,,,,,,
81,execute the test cases using Test runner,Result,JUnitCore,Failure,MessageUtil,,,,,,
82,Java Compare file content,File,FileInputStream,,,,,,,,
83,Java Add comment in XML,Document,Element,Comment,TransformerFactory,DocumentBuilderFactory,,,,,
84,XML How to Add CDATA data ,Element,CDATASection,Document,DocumentBuilderFactory,TransformerFactory,,,,,
85,How to Create a Shared File Lock on a File,FileChannel,FileLock,RandomAccessFile,File,,,,,,
86,How to Tokenize Java Source Code,FileReader,StreamTokenizer,,,,,,,,
87,How to Visit All the Elements in a DOM Document,Document,NodeList,Element,InputSource,DocumentBuilder,DocumentBuilderFactory,,,,
88,XML How to Remove all attributes,Document,NamedNodeMap,DocumentBuilderFactory,Element,File,,,,,
89,XML How to Fetch data from the Web,Document,Jsoup,Elements,Element,,,,,,
90,How to Render HTML and save to Image,BufferedImage,GraphicsEnvironment,Graphics,ImageIO,JEditorPane,,,,,
91,How to Move image on screen,ImageIO,Dimension,Graphics2D,Timer,BufferedImage,EventQueue,,,,
92,How to Load font from ttf file,InputStream,Font,,,,,,,,
93,How to create a server socket,ServerSocket,InetSocketAddress,Socket,BufferedWriter,OutputStreamWriter,,,,,
94,How to Sort a Map by values,Map,Comparator,HashMap,LinkedHashMap,,,,,,
95,How to Store properties as XML file,Properties,FileOutputStream,,,,,,,,
96,Passing Parameters from Java Code to Scripts,ScriptEngineManager,ScriptEngine,Object,ScriptException,,,,,,
97,How to Create thumbnail views of images,BufferedImage,ImageIO,Graphics2D,,,,,,,
98,How to Capture image from webcam in java,MediaLocator,Player,Manager,WindowEvent,WindowAdapter,,,,,
99,Java Graphics How to Rotate Shape,AffineTransform,Rectangle,Shape,,,,,,,
100,How to Load an image and write text to it,FileOutputStream,ImageIO,BufferedImage,ByteArrayOutputStream,URL,Point,,,,
101,Parsing an XML File Using SAX,SAXParserFactory,SAXParser,DefaultHandler,,,,,,,
102,How to add attribute to an element,Document,Element,DocumentBuilder,,,,,,,
216,List files and directories recursively on a FTP server,FTPClient,FTPFile,FTPReply,,,,,,,
104,How to create comments node for XML,Document,Element,Comment,,,,,,,
105,How to change a specific element using XPath,Document,XPath,NodeList,Transformer,,,,,,
106,How to use a StAX parser,XMLStreamReader,XMLInputFactory,XMLStreamConstants,,,,,,,
107,How to serialize JSON Object,JsonObject,StringWriter,JsonWriter,,,,,,,
108,Read JSON Array,JsonReader,JsonArray,JsonValue,JsonObject,,,,,,
109,How to search for HTML/XML comments,Document,Jsoup,Node,,,,,,,
110,How to use hashmap properties with JAXB,JAXBContext,Marshaller,XmlElement,Unmarshaller,,,,,,
111,How do I create a web based file upload?,ServletFileUpload,FileItemFactory,FileItem,,,,,,,
112,How to shear Shape?,AffineTransform,Rectangle,Shape,,,,,,,
113,How to transform ellipse,Graphics2D,Ellipse2D,AffineTransform,,,,,,,
114,How to write text onto image,BufferedImag,Graphics,ImageIO,,,,,,,
115,How to change text color with CSS for Label?,Scene,Label,VBox,,,,,,,
218,How to download a complete folder from a FTP server,FTPClient,IOException,,,,,,,,
117,Java Mail POP3 Client,Session,Store,Folder,Message,,,,,,
118,Java Mail Secure POP3 Client,PasswordAuthentication,Session,Store,Folder,Message,,,,,
119,Get Email Header,URLName,Message,Header,Session,,,,,,
120,Add Extra Page To Existing PDF,PdfReader,PdfStamper,PdfContentByte,,,,,,,
121,Simple Annotations with Another PDF document,Document,PdfWriter,Annotation,,,,,,,
122,Adding AWT Image to PDF with Color,PdfWriter,PdfContentByte,Image,,,,,,,
233,How do I format a message that contains number information?,Locale,MessageFormat,,,,,,,,
124,Add Watermark Image to an Existing PDF File,PdfReader,PdfStamper,PdfContentByte,Image,,,,,,
257,Put an image on tooltip in Swing,JFrame,JComponent,JButton,JPanel,,,,,,
126,Copy and paste data with the clipboard,Clipboard,TextTransfer,FormData,,,,,,,
127,Connect with a Web server,InetAddress,Socket,,,,,,,,
128,Connects to an rshell daemon,RCommandClient,IOUtil,,,,,,,,
286,Compress Jpeg Image into different quality,BufferedImage,ImageIO,OutputStream,FileOutputStream,ImageWriter,ImageOutputStream,JPEGImageWriteParam,,,
130,POSTing data to an HTTP server,URLConnection,DataOutputStream,DataInputStream,,,,,,,
71,List methods of a class using Reflection ,Class,Method,,,,,,,,
132,Adding Drop Shadow to a Shape,DropShadow,Shape,Ellipse,Scene,,,,,,
133,Uses serialization to perform deep copy cloning.,Cloneable,Serializable,ObjectOutputStream,,,,,,,
134,Execute Javascript script in a file,ScriptEngine,FileReader,,,,,,,,
3,How do I decompress a GZip file in Java?,FileInputStream,FileOutputStream,GZipOutputStream,GZipFile,,,,,,
136,Pass parameter to JavaScript through Java code,ScriptEngineManager,ScriptEngine,ScriptException,,,,,,,
255,Create image Browser,ImageIcon,JLabel,JButton,JPanel,BorderLayout,FlowLayout,,,,
138,Read and execute a script source file,InputStreamReader,FileInputStream,ScriptEngineManager,ScriptEngine,,,,,,
139,Use DSA key pair to generate XML Signature,KeyPairGenerator,KeyPair,XMLSignatureFactory,XMLSignature,,,,,,
140,Determining operating system support for attribute views,Paths,Path,FileSystem,,,,,,,
141,Change label border with CSS (Smart GWT),HLayout,VLayout,Canvas,BlueBox,,,,,,
142,Servlet: Session bind listener,HttpSession,HttpSessionBindingListener,,,,,,,,
143,Basic Authentication For JSP Page,HttpClient,Credentials,AuthScope,HttpState,,,,,,
144,Checking Read/Write Permission for a Directory,AccessController,FilePermission,,,,,,,,
145,Listing All Permissions Granted to a Loaded Class,ProtectionDomain,PermissionCollection,Permission,,,,,,,
146,Generate a DSA signature,KeyPairGenerator,KeyPair,Signature,,,,,,,
147,Signing a Java Object,KeyPairGenerator,KeyPair,Signature,SignedObject,,,,,,
148,Generating a Message Authentication Code (MAC),KeyGenerator,SecretKey,Mac,,,,,,,
149,Execute a command from code,Process,Runtime,,,,,,,,
150,Simulate a mouse click,Robot,InputEvent,,,,,,,,
151,Extract First File From Zip File Example,FileInputStream,ZipInputStream,ZipEntry,OutputStream,,,,,,
152,Extract File With CRC32 Checksum,CheckedInputStream,CRC32,ZipInputStream,ZipEntry,,,,,,
287,Convert bmp image to GIF image,BufferedImage,ImageIO,,,,,,,,
154,Load New HTML File Using Applet Context,URL,AppletContextMalformedURLException,,,,,,,,
155,Set orientation for print job,DocFlavor,PrintService,DocPrintJob,Doc,PrintRequestAttributeSet,,,,,
156,Determine format of an image,ImageInputStream,ImageIO,ImageReader,,,,,,,
157,Compress a JPEG file,IIOImage,ImageIO,ImageWriteParam,ImageWriter,ImageOutputStream,,,,,
158,Get Midi audio file properties,Sequencer,MidiFileFormat,MidiSystem,,,,,,,
159,Play Midi audio,Sequencer,MidiSystem,BufferedInputStream,,,,,,,
160,List available cryptographic services,Security,Provider,,,,,,,,
161,Get bytes of generated symmetric key,KeyGenerator,SecretKey,SecretKeySpec,,,,,,,
162,Import package in script,ScriptEngineManager,ScriptEngine,StringBuilder,,,,,,,
163,Get script engine’s details,ScriptEngineManager,ScriptEngineFactory,,,,,,,,
164,Send notification at MBean attribute change,ManagementFactory,MBeanServer,NotificationListener,Notification,,,,,,
165,JavaFX Creating a Sprite Animation,Interpolator,Transition,ImageView,Duration,,,,,,
166,Using a memory mapped file for a huge matrix,Closeable,MappedByteBuffer,RandomAccessFile,FileChannel,,,,,,
167,github api access example java,GitHub,GHRepository,GHOrganization,,,,,,,
168,How to write an Object to file in Java,FileOutputStream,ObjectOutputStream,Serializable,,,,,,,
169,Send HTTP requests for serialized objects,HttpObjectChannel,HttpObjectRequest,HttpVarg,,,,,,,
170,RichText editor component for SWT based applications,StyledText,StyleRange,CaretListener,SelectionAdapter,,,,,,
171,Parsing JavaScript code using Mozilla Rhino,CompilerEnvirons,FileReader,AstRoot,JSNodeVisitor,JSErrorReporter,,,,,
172,DOM Parsing in Java,DOMParser,Document,NodeList,NamedNodeMap,,,,,,
173,A block of text to use as input to the regular expression matcher,Matcher,Pattern,ArrayList,,,,,,,
174,How to get HTTP Response Header in Java,HttpClient,HttpGet,HttpResponse,Header,,,,,,
175,Convert Object to XML,JAXBContext,Marshaller,JAXBException,File,,,,,,
176,How do I create a rolling log files?,FileHandler,,,,,,,,,
177,How do I import Java package in script?,"ScriptEngineManager,",ScriptEngine,,,,,,,,
178,How do I retrieve available schemas in database?,DatabaseMetaData,Connection,,,,,,,,
179,How do I send email using Gmail via SSL?,GmailSendEmailSSL,Session,Message,Transport,,,,,,
180,How to Use Semaphore?,ThreadPoolExecutor,,,,,,,,,
181,How do I get default date and time format for a defined country?,Locale,StringBuilder,DateFormat,,,,,,,
182,How do I get a list of month names?,DateFormatSymbols,String,,,,,,,,
183,How do I decompress Java objects?,FileInputStream,GZIPInputStream,ObjectInputStream,,,,,,,
184,How do I count the number of capturing groups?,Pattern,Matcher,,,,,,,,
185,Read and write int with buffer,BufferedReader,BufferedWriter,,,,,,,,
186,Compress a Byte Array,Deflater,ByteArrayOutputStream,,,,,,,,
187,Read file as bytes,DataInputStream,ByteArrayOutputStream,,,,,,,,
188,Create a File Lock on a File,File,FileChannel,FileLock,,,,,,,
189,Try to Lock a File,FileOutputStream,FileLock,,,,,,,,
190,Copy a Directory recursively,InputStream,OutputStream,,,,,,,,
191,Copy one file to another file,FileInputStream,FileOutputStream,,,,,,,,
192,Check if file system is open and read only,FileSystem,FileSystemProvider,,,,,,,,
193,"Monitor file system for delete, create and modify events",FileSystem,WatchService,Path,WatchEvent,,,,,,
194,Create a very large file using mapping,MappedByteBuffer,FileChannel,RandomAccessFile,,,,,,,
195,Convert Between a File Path and a URL,File,InputStream,,,,,,,,
196,Use Scanner to read a list of comma-separated values,FileWriter,FileReader,Scanner,,,,,,,
197,Redirect input and output from operating systems processes,File,ProcessBuilder,,,,,,,,
198,Append data to existing file,File,RandomAccessFile,,,,,,,,
199,Scan file by format,FileReader,FileWriter,IOException,Scanner,,,,,,
200,Compare the contents of two Streams to determine if they are equal or not,BufferedInputStream,IOException,BufferedInputStream,,,,,,,
201,Compress data and read compressed data,DataOutputStream,DataInputStream,FileInputStream,FileOutputStream,DeflaterOutputStream,InflaterInputStream,,,,
202,Create custom color Pallete,BufferedImage,Point2D,LinearGradientPaint,PixelGrabber,IllegalArgumentException,Color,,,,
203,Draw red cross for each mouse click,BufferedImage,Point2D,JLabel,ImageIcon,MouseAdapter,MouseEvent,List,RenderingHints,Color,
204,Apply variable transparency to an image,JFrame,JLabel,BufferedImage,ImageIcon,Color,DataBufferInt,Image,,,
205,Load image from local folder,SwingUtilities,JFrame,Dimension,BufferedImage,ImageIO,,,,,
206,Screen shot capture and select an area to cut with mouse,Robot,Dimension,BufferedImage,Graphics2D,Rectangle,JLabel,JScrollPane,ImageIcon,MouseEvent,MouseMotionAdapter
207,Find tag by name,DocumentBuilderFactory,DocumentBuilder,XPathFactory,XPath,XPathExpression,,,,,
208,List XML element Attributes,DocumentBuilderFactory,Document,TransformerFactory,Transformer,StringWriter,DOMSource,StreamResult,,,
209,Store data in two tables,String,Connection,PreparedStatement,,,,,,,
210,Use sql query to select a specific cell in excel,Connection,PreparedStatement,ResultSet,DriverManager,,,,,,
211,Connect to a SQLite database ,Connection,Statement,PreparedStatement,ResultSet,DriverManager,,,,,
212,Delete e-mail messages on mail server programmatically,Properties,Message,Folder,Session,Store,,,,,
213,Send e-mail with attachment in Java,Authenticator,PasswordAuthentication,Session,Message,InternetAddress,MimeBodyPart,Multipart,MimeBodyPart,Transport,Multipart
214,Receive e-mail messages from a POP3-IMAP server,Properties,Session,Folder,Message,Address,Store,,,,
215,Connect and login to a FTP server,FTPClient,FTPReply,,,,,,,,
303,XML How to Get element by ID,DocumentBuilderFactory,Document,StringReader,InputSource,TransformerFactory,Transformer,DOMSource,StreamResult,,
217,Determine if a directory or file exists on FTP server,FTPClient,IOException,FTPReply,InputStream,SocketException,,,,,
290,Flip an image upside-down,BufferedImage,AffineTransform,Graphics2D,JPanel,JLabel,JOptionPane,GridLayout,SwingUtilities,,
219,How to upload a directory to a FTP server,FTPClient,FTPUtil,IOException,,,,,,,
220,Creating nested directory structure on a FTP server,FTPClient,FTPUtil,IOException,,,,,,,
305,XML How to Set attribute by name,DocumentBuilderFactory,Document,TransformerFactory,Transformer,StringWriter,DOMSource,StreamResult,,,
222,How to send commands to a FTP server,FTPClient,FTPCmd,IOException,,,,,,,
223,How to convert image from one format to another,FileInputStream,FileOutputStream,BufferedImage,IOException,,,,,,
224,How to resize images in Java,IOException,File,BufferedImage,ImageIO,Graphics2D,,,,,
225,Generate random integer,SecureRandom,IntStream,,,,,,,,
226,Avoid concurrent execution of a time-consuming task without blocking,BlockingQueue,LinkedBlockingDeque,ThreadPoolExecutor,ThreadPoolExecutor,AtomicBoolean,,,,,
227,Coordinate Runnable instance for random periods of time,Random,Timer,Runnable,Map,HashMap,,,,,
228,Schedual future tasks,ExecutorService,Executors,Future,Callable,,,,,,
229,How do I convert string to Date in GMT timezone?,DateFormat,SimpleDateFormat,Date,TimeZone,,,,,,
230,How do I breaks a text or sentence into words?,BreakIterator,Locale,,,,,,,,
231,How do I get a formatted date for a specific pattern and locale?,Date,SimpleDateFormat,Locale,,,,,,,
232,How do I change the currency symbol?,Locale,DecimalFormat,NumberFormat,DecimalFormatSymbols,,,,,,
289,Crop images and join them together,BufferedImage,ImageIO,Graphics2D,,,,,,,
234,How do I format a message that contains time information?,Date,Calendar,Locale,MessageFormat,,,,,,
235,How do I check if a string is a valid date?,DateFormat,SimpleDateFormat,,,,,,,,
236,How do I format a number with leading zeros?,NumberFormat,DecimalFormat,,,,,,,,
237,How do I iterate each characters of a string?,CharacterIterator,StringCharacterIterator,,,,,,,,
238,How do I convert Date to String?,DateFormat,SimpleDateFormat,Date,Calendar,DateTimeFormatter,LocalDate,,,,
239,How do I get a list of weekday names?,DateFormatSymbols,,,,,,,,,
240,How do I get response header from HTTP request?,URL,URLConnection,Map,List,,,,,,
241,How do I create a URL object?,URL,BufferedReader,InputStreamReader,,,,,,,
242,How do I ping a host?,InetAddress,,,,,,,,,
243,How do I find the difference between two times?,LocalTime,Duration,LocalDateTime,Instant,,,,,,
244,How do I limit the size of log file?,Logger,FileHandler,,,,,,,,
245,How do I create a custom logger Formatter?,Logger,ConsoleHandler,DateFormat,StringBuilder,SimpleDateFormat,,,,,
246,How do I get the current Level of a Logger?,Logger,LoggerGetLevel,Level,,,,,,,
247,How do I listen for a constrained property change?,VetoableChangeSupport,VetoBean,,,,,,,,
248,How do I modified Java object in script?,ScriptEngineManager,ScriptEngine,,,,,,,,
296,Get error's line number while validating a XML file against a XML schema,XMLReader,XMLReaderFactory,DefaultHandler,,,,,,,
250,How do I evaluate or execute a script file?,ScriptEngineManager,ScriptEngine,File,Reader,FileReader,,,,,
310,How to Print Text out,Application,VBox,Label,TextArea,Button,HBox,Scene,PrinterJob,Stage,
252,Add Titled Border to Panel,JPanel,TitledBorder,JButton,,,,,,,
253,Create custom 3D rounded corners,JLabel,Insets,BasicStroke,RenderingHints,Area,RoundRectangle2D,,,,
254,Create a modal progress dialog,JFrame,JLabel,JDialog,JProgressBar,,,,,,
137,Using Java Objects in JavaScript,ScriptEngineManager,ScriptEngine,,,,,,,,
256,Create a Popup Menu with Nested Menus,JPopupMenu,JMenu,,,,,,,,
125,Adding Bookmarks for PDF document,PdfWriter,PdfOutline,PdfDestination,,,,,,,
258,Append string to a text file,PrintStream,BufferedOutputStream,FileOutputStream,File,,,,,,
259,Compare text file line by line,LineNumberReader,Reader,,,,,,,,
260,Reads a text file and displays it line by line,FileReader,BufferedReader,,,,,,,,
261,Zip a directory including its subdirectories recursively,File,ZipOutputStream,FileOutputStream,FileInputStream,ZipEntry,,,,,
262,Get uncompressed and compressed Size,ZipFile,Enumeration,ZipEntry,,,,,,,
263,Zip a file byte by byte,FileInputStream,FileOutputStream,DeflaterOutputStream,,,,,,,
264,Check if an image is readable,Image,ImageIcon,,,,,,,,
265,How to Get height and width of an image?,BufferedImage,ImageIO,SwingUtilities,Runnable,SwingConstants,JLabel,ImageIcon,,,
131,Get session from request,HttpSession,PrintWriter,HttpServletRequest,,,,,,,
267,Draw a Pie Chart,Slice,Graphics,Graphics2D,Rectangle,,,,,,
268,Add a transparent text string over an image,SwingUtilities,GradientPaint,JFrame,BufferedImage,Graphics2D,GradientPaint,JLabel,Dimension,Graphics,ImageIcon
269,Center a string in a rectangle,JFrame,Dimension,Graphics,Graphics2D,FontMetrics,BorderLayout,,,,
135,Listing All Script Engines,ScriptEngineManage,ScriptEngineFactory,,,,,,,,
271,Read file data from database using JDBC,Connection,DriverManager,PreparedStatement,ResultSet,Blob,InputStream,OutputStream,FileOutputStream,,
272,How do I calculate difference between two dates?,LocalDate,Period,ChronoUnit,,,,,,,
273,Avoid concurrent execution of a time-consuming task without blocking,BlockingQueue,LinkedBlockingDeque,ThreadPoolExecutor,AtomicBoolean,TimeUnit,,,,,
274,Create a timer for every time this int changes,ScheduledExecutorService,Executors,Random,,,,,,,
275,Limit the number of concurrent evaluation in parallel streams,HashSet,IntStream,ForkJoinPool,,,,,,,
276,how to read ISO Latin-1 Encoded Data,BufferedReader,InputStreamReader,FileInputStream,,,,,,,
277,Write two Chinese characters and read them back,PrintWriter,InputStreamReader,FileInputStream,,,,,,,
278,Create a Shared File Lock on a File,FileChannel,RandomAccessFile,FileLock,,,,,,,
279,how to prevent multiple instances of an application,FileLock,RandomAccessFile,FileChannel,,,,,,,
280,Delete a XML Element from parent element,DocumentBuilderFactory,DocumentBuilder,StringReader,Document,TransformerFactory,Transformer,StringWriter,DOMSource,StreamResult,
281,Get comment for a zipped file,ZipFile,Enumeration,ZipEntry,,,,,,,
282,Cut out image in shape of text,BufferedImage,Graphics2D,FontRenderContext,Font,GlyphVector,Shape,,,,
283,how to gray out red color for an image with filter,BufferedImage,Image,Toolkit,FilteredImageSource,GrayToColorFilter,ImageIcon,JPanel,JOptionPane,,
270,Connect to Microsoft SQL Server via JDBC,Connection,DriverManager,,,,,,,,
19,How do I create and delete a file in JDK 7?,Files,Path,,,,,,,,
64,How do I upload file to FTP server?,FTPClient,FileInputStream,IOException,,,,,,,
63,How do I get list of files from FTP server?,FTPClient,FTPFile,FileUtils,,,,,,,
288,Convert image to grayscale without losing transparency,BufferedImage,ImageIO,ColorConvertOp,ColorSpace,,,,,,
103,How to add text node to an element,Document,Element,DocumentBuilder,,,,,,,
153,Extract Zip File With Adler32 Checksum,CheckedInputStream,Adler32,ZipInputStream,ZipEntry,,,,,,
291,Make a counter-clockwise rotation of the image,BufferedImage,ImageIO,AffineTransformOp,AffineTransform,,,,,,
292,Merge an image over another in the specified position and save it as a new image,BufferedImage,ImageIO,BufferedImage,Graphics2D,AlphaComposite,JFrame,JLabel,ImageIcon,,
293,How to Download an image from server to client,InputStream,OutputStream,FileOutputStream,,,,,,,
294,Insert images in mongoDB,FileInputStream,FileInputStream,MongoClient,DB,GridFS,GridFSInputFile,GridFSDBFile,FileOutputStream,,
295,Reduce the size of an image file,BufferedImage,ImageIO,Graphics2D,RenderingHints,,,,,,
249,How do I call a specific function of a script?,ScriptEngineManager,ScriptEngine,Invocable,,,,,,,
297,Convert an XML file to CSV file,DocumentBuilderFactory,DocumentBuilder,Document,StreamSource,Transformer,TransformerFactory,Source,Result,StreamResult,
298,How to Prevent empty xml elements are converted to self closing elements,Document,XMLStreamWriter,XMLOutputFactory,Transformer,TransformerFactory,DOMSource,StAXResult,,,
299,Count xml nodes under specific node,XPath,XPathFactory,InputSource,FileInputStream,,,,,,
300,How to Create Universal Namespace Resolver,DocumentBuilderFactory,DocumentBuilder,Document,XPath,XPathFactory,XPathExpression,XPathConstants,,,
301,XML How to Append new Element to Document end,DocumentBuilderFactory,Document,InputSource,StringReader,Element,TransformerFactory,Transformer,StringWriter,DOMSource,StreamResult
129,Connects to an rlogin daemon,RLoginClient,IOUtil,,,,,,,,
123,Adding Paragraph to a PDF Page,PdfWriter,Document,Paragraph,,,,,,,
304,How to Parse xml file and get tag value,Document,DocumentBuilder,DocumentBuilderFactory,NodeList,Node,Element,,,,
221,Get size of a file on FTP server,FTPClient,FTPFile,IOException,,,,,,,
306,XML How to Replace Element,Document,DocumentBuilderFactory,Element,TransformerFactory,Transformer,StringWriter,,,,
307,How to Create Text move animation,Pane,Scene,KeyValue,KeyFrame,Timeline,Application,VPos,Stage,Font,
